定式ID,匹配步数,落子前缀
kj_46285,13,pd qc pc qd pe rf qf qg pg rg tt ph oh
kj_91174,8,pd nc kc pf of oe pe ne
kj_72655,16,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh
kj_86187,12,pd qc pc qd qf qe pf pe oe of ne qb
kj_70194,6,pc tt pf tt mc md
kj_69051,6,pc qe pg oe nd pj
kj_95628,15,pd qc pc qd qf qe pe rf tt qg pf qb tt mc tt
kj_85090,11,pc pe qe qf qd pf nc pj tt qm rm
kj_07738,10,pc tt pf mc tt qh tt qe pe qd
kj_73913,7,pc tt qf pe qe pd qd
kj_25784,16,pd qc pc qd qf qe pe rf tt qg pf qb tt mc me ob
kj_51027,11,pd nc pf pc qc qb tt qd rc od pe
kj_23097,6,pc qe nd tt qg ri
kj_67157,10,pc qe qg od pd pe oe of ne pg
kj_53854,10,pd nc qf tt lc tt le pc qc qb
kj_77679,8,pc tt qe pf tt qf pe of
kj_62537,17,pd qc pc qd qe re rf qf pe rg rd sf rc pf tt qb rb
kj_25746,7,pd nc qf tt pb ne tt
kj_21076,6,pc tt pf qh lc nd
kj_87341,10,pc qe tt od oc nd mc nc tt nb
kj_78627,7,pc qe qd pe nd tt ph
kj_57643,6,pc pe qe qf qd pf
kj_35277,15,pd nc tt qf nd md ne pc qc oc qd pg oh ph oi
kj_82088,12,pc tt pf mc tt qh tt qd pd qe qc qf
kj_32142,11,pc pe qe qf qd pf nc pj tt qm jc
kj_55242,6,pc qe od qh tt of
kj_92026,11,pd qc pc qd pe rf tt qg tt qk tt
kj_89838,8,pd qc pc qd pe qf og rg
kj_00947,21,pd qc pc qd qf qe pe rf qb rb re rd rg tt sf pb tt pf pg of ob
kj_20614,12,pc qe qg od pd pe oe of ne pg md pi
kj_55991,9,pc pe qe qf qd pf nc tt ph
kj_30658,8,pd nc nd qc qd pc od oc
kj_55984,14,pd qc pc qd pe rf tt lc qb rb re qe qf pb
kj_81155,6,pd qc pc qd pe rf
kj_53944,6,pc qe od tt qh pg
kj_00947,21,pd qc pc qd qf qe pe rf qb rb re rd rg tt sf pb tt pf pg of ob
kj_20614,12,pc qe qg od pd pe oe of ne pg md pi
kj_55991,9,pc pe qe qf qd pf nc tt ph
kj_30658,8,pd nc nd qc qd pc od oc
kj_55984,14,pd qc pc qd pe rf tt lc qb rb re qe qf pb
kj_81155,6,pd qc pc qd pe rf
kj_53944,6,pc qe od tt qh pg
kj_43454,25,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg rh ob of qh pg rf qi tt
kj_57675,9,pd nc tt qf pf pg of qe qd
kj_16691,9,pc pe qe qf qd pf nd pj oi
kj_94822,8,pd qc pc qd pe qe pf qf
kj_98715,19,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg of oh tt ld
kj_79794,17,pc tt pe pf qf qg pg of qh rg qe ph og qi oh rh nf
kj_47754,14,pd qc pc qd qf qe pf pe oe of ne pb ob qb
kj_61698,16,pd qc pc qd pe rf tt qg tt ld pg ph qf rh oh pi
kj_75318,11,pd tt nc qf qe pf tt me rf rg re
kj_78435,9,pd tt nc md nd mf tt qg qe
kj_77595,6,pc qe od qh qj lc
kj_53276,22,pd qc pc qd qf qe pe rf qg rg qh tt qb rb rc pb re qa rd qb rh nc
kj_38439,13,pd nc qf tt kc pc qc qb rc od pb ob oc
kj_63959,7,pd tt nc od oc qd qe
kj_17679,25,pd qc pc qd qf qe pe rf tt pf qg rg qh of oh ne qb rb rc pb re qa rd qb rh
kj_57837,7,pc qe od qh kd ke kc
kj_74715,6,pd tt nc tt qf tt
kj_72923,9,pc pe qe qf qd pf nd pj kd
kj_13355,8,pc tt pf qh tt og tt of
kj_50863,8,pd nc oc nd pf jd tt gd
kj_66157,7,pc qe nd tt qi tt jd
kj_51097,10,pd tt nc qf qi qk oi qd qc rc
kj_01567,7,pc qe nd tt qi tt kc
kj_28550,17,pd qc pc qd qf qe pe rf tt qg pf qb tt lc le ic gc
kj_90745,17,pd qc pc qd pe rf tt ld tt qg pg ph qf rh oh pi qb
kj_22238,9,pd tt nc tt qg re qe rf rd
kj_35103,22,pd qc pc qd qf qe pe rf tt qg pf qb tt mc ld md le nf pg qh ph lc
kj_23888,11,pc pe qe qf qd pf nc pj tt qm oj
kj_21516,10,pc tt pf mc tt pd qc nd qd og
kj_37435,19,pd qc pc qd pe qe qf rf tt ld qb rb rg pf qg pb ob qa of
kj_94646,11,pc tt qf pd qd oc pe od pb qc qb
kj_74700,8,pc pe qe qf qd pf nc oi
kj_29772,6,pc qe nd pi oi tt
kj_23692,11,pd nc oc nd pf jd tt qh qk re qc
kj_63181,9,pc tt pe qg pg ph og qf qe
kj_73487,8,pd tt nc tt qi md nd mf
kj_54762,15,pd qc pc qd qf qe pe rf qb rb re rd rg se qg
kj_70652,12,pc pe qe qf qd pf nc tt pi mf ne nf
kj_11589,6,pc qe od pi kd tt
kj_56249,28,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd ld nf of md lc le ke lf kf lg oh kg
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_53276,22,pd qc pc qd qf qe pe rf qg rg qh tt qb rb rc pb re qa rd qb rh nc
kj_38439,13,pd nc qf tt kc pc qc qb rc od pb ob oc
kj_63959,7,pd tt nc od oc qd qe
kj_56249,28,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd ld nf of md lc le ke lf kf lg oh kg
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_54762,15,pd qc pc qd qf qe pe rf qb rb re rd rg se qg
kj_70652,12,pc pe qe qf qd pf nc tt pi mf ne nf
kj_11589,6,pc qe od pi kd tt
kj_56249,28,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd ld nf of md lc le ke lf kf lg oh kg
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_35586,17,pd nc qf pc qc qb oc pb od ob nd mc md tt lc lb kb
kj_02555,7,pc tt qe kd tt oc pd
kj_67521,7,pc qe nd tt qi tt qd
kj_52773,6,pc tt qf kc mc ke
kj_39861,9,pc qe qi od oc nd mb oh qg
kj_93944,6,pc tt pf nc tt qh
kj_89723,6,pd nc qf tt pi og
kj_57643,6,pc pe qe qf qd pf
kj_33869,9,pc qe qd pe nc pi qk ok qh
kj_79516,6,pd nc oc nd qf jd
kj_53509,6,pc qe od tt pf qg
kj_62192,12,pd nc oc nd pf jd tt qh ph pi oh rg
kj_04554,6,pd tt nc tt qh oi
kj_10161,14,pc qe nd tt qi tt qd tt oi rd rc pi pj ph
kj_20184,8,pd tt nc md nd mf jd jf
kj_69616,7,pc qe qd pe nc tt ph
kj_61333,21,pd qc pc qd qf qe pe rf tt qg pf qb tt pg og oh nh ng of oi mh
kj_30742,15,pd qc pc qd qf qe pe rf tt qg pf qb tt mc pb
kj_36857,16,pd qc pc qd pe rf tt lc jc le tt hc tt qg pg id
kj_73809,8,pd nc lc ne kd pf pb re
kj_81155,6,pd qc pc qd pe rf
kj_51467,11,pd nc qf pc qc qb rd ob od tt lc
kj_23682,8,pc qe qd pe nc tt qh oh
kj_55631,17,pd qc pc qd qe re rf qf pe rg rd sf rc pf tt oe qb
kj_82898,8,pc qe od tt qh pf ql rc
kj_67567,7,pc qe od tt qh tt kd
kj_72007,7,pd tt nc tt qi tt kd
kj_15288,23,pc tt pe pf qf qg pg of og qe rf nf re qd pd rg rd ng oi qj qm pl nh
kj_28760,12,pc qe nd pi qg pg ph oh qh pf qi ng
kj_39271,7,pc tt pf tt qi tt pi
kj_83371,6,pd tt mc ld lc tt
kj_92322,16,pc tt pf qh tt pd od qd qc rc rb re sc oe nd tt
kj_88621,13,pd qc pc qd qf rf qg qe pe rg qh ld tt
kj_88018,6,pd tt nc tt qg lc
kj_67413,9,pc qe od tt qh oe ne of rd
kj_26075,8,pd qc pc qd pe rf ke tt
kj_70147,8,pd qc pc qd pe rf tt kg
kj_98385,27,pd qc pc qd qf qe pe rf tt pf qg rg of pg qh og qb rb rc rd nf pi ng oi ra sb tt
kj_85030,16,pd qc pc qd qf qe pe rf tt qg pf qb tt pg lc ng
kj_70702,20,pc tt qf pd qd oc pe od pb oe of nf og ng oh qc ob md rc tt
kj_29806,13,pc pe qe qf qd pf nc tt pj mf ql md mc
kj_90348,13,pd qc pc qd qe re rf qf pe rg rd sf rc
kj_68249,6,pd tt nc tt qh lc
kj_73037,13,pd qc pc qd pe rf qg tt pb rg qh qb tt
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_21870,14,pd nc qf pc qc qb oc pb od ob nd mc tt qh
kj_63525,6,pd nc tt ne pf tt
kj_57334,6,pc tt pe tt ld pf
kj_76905,14,pd pc oc qc od re qf qe pf pe oe of ph og
kj_39158,12,pd qc pc qd pe qf qe re qb tt qj pf
kj_32866,8,pd qc pc qd pe rf tt qh
kj_30758,8,pc qe tt qh qd pe nc tt
kj_69267,18,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg of ob qa
kj_72204,6,pc qe od qh tt ld
kj_74493,6,pd tt nc tt qf md
kj_81669,6,pd nc qf tt kc hd
kj_02308,19,pc pe qh nd oe od pd qe ne ob pb md me ld qd pg ph og qg
kj_81634,13,pd qc pc qd pe qf pf rg qh tt qg rf tt
kj_45573,10,pd nc tt qc pc qd pe qe pf qf
kj_21870,14,pd nc qf pc qc qb oc pb od ob nd mc tt qh
kj_63525,6,pd nc tt ne pf tt
kj_57334,6,pc tt pe tt ld pf
kj_98385,27,pd qc pc qd qf qe pe rf tt pf qg rg of pg qh og qb rb rc rd nf pi ng oi ra sb tt
kj_85030,16,pd qc pc qd qf qe pe rf tt qg pf qb tt pg lc ng
kj_21870,14,pd nc qf pc qc qb oc pb od ob nd mc tt qh
kj_63525,6,pd nc tt ne pf tt
kj_57334,6,pc tt pe tt ld pf
kj_76905,14,pd pc oc qc od re qf qe pf pe oe of ph og
kj_39158,12,pd qc pc qd pe qf qe re qb tt qj pf
kj_32866,8,pd qc pc qd pe rf tt qh
kj_30758,8,pc qe tt qh qd pe nc tt
kj_10041,13,pc qe nd lc qg pg ph pf me qh qi rh pi
kj_38287,10,pc pe qe qf qd pf nc qj tt oj
kj_20274,15,pd nc qg qc pc qd pe pb ob qb oc rf oh nb rg
kj_79786,8,pc qe qd pe nc pi pk tt
kj_62525,8,pc pd qd oc qc od qf kd
kj_67257,7,pd nc qf tt oc nd jd
kj_38338,6,pd tt kd mc oc me
kj_84840,14,pd nc lc qc pc qd pe pb ob qb nb qf tt jd
kj_78269,8,pd tt mc tt qf ld md lf
kj_01317,6,pd nc pf oe of qc
kj_39717,6,pd nc qf pb qc ld
kj_73513,17,pc qe tt od oc nd mc md lc ld qd rd rc pd qc tt qh
kj_89751,9,pc qe tt od oc nd mc tt oh
kj_60341,7,pc qe od qh pf qf oh
kj_07338,22,pc tt pe pf qf qg pg of og qe rf nf re qd pd rg rd oi ng mg nh lg
kj_51184,15,pd nc qf pc qc qb oc pb od ob nd mc tt md tt
kj_63457,9,pd qc pc qd pe rf tt ld jc
kj_88329,17,pd nc tt qc pc qd pe pb ob qb nb mc kc mb oc qf le
kj_16168,16,pd nc tt qf pf pg of qd qg qe ph pc og qi tt rg
kj_63493,9,pd qc pc qd pe rf tt lc lb
kj_47606,8,pd tt nc qd qc rc qe rd
kj_69035,11,pc qe pg oe nd pj ng ne md me ld
kj_55329,10,pc tt pf pd qd qc qe oc pb nd
kj_21120,14,pd tt md qd qe re pe rd rf pc oc pb ob rb
kj_73883,13,pc qe tt od oc nd nc md mc tt ld tt le
kj_58702,8,pc pe qe qf qd tt pf tt
kj_15487,7,pd tt nc md mc tt ld
kj_01670,9,pc pe qe qf qd pf tt mc tt
kj_93974,8,pc qe tt od oc nd mc le
kj_40518,7,pc qe nd qi tt lc qg
kj_65372,6,pd nc tt qc pc qd
kj_25559,12,pd qc pc qd pe rf tt ld jd lf oh tt
kj_58704,11,pd nc qf pc qc qb rd ob tt od qi
kj_45886,6,pc qe od qh qk rc
kj_25559,12,pd qc pc qd pe rf tt ld jd lf oh tt
kj_58704,11,pd nc qf pc qc qb rd ob tt od qi
kj_45886,6,pc qe od qh qk rc
kj_21870,14,pd nc qf pc qc qb oc pb od ob nd mc tt qh
kj_63525,6,pd nc tt ne pf tt
kj_57334,6,pc tt pe tt ld pf
kj_01670,9,pc pe qe qf qd pf tt mc tt
kj_93974,8,pc qe tt od oc nd mc le
kj_40518,7,pc qe nd qi tt lc qg
kj_65372,6,pd nc tt qc pc qd
kj_77982,16,pc pe qe qf qd pf nc pj ql pl pm qm pk ol qk ok
kj_88759,15,pd nc qf pc qc qb oc pb od ob rc nd mb nb tt
kj_33119,8,pd tt nc tt qf pc oc qd
kj_99629,6,pc tt pf qh lc tt
kj_52900,22,pd qc pc qd qf qe pe rf tt ld qg rg qh of qb rb rc rd sb sc ra sa
kj_78485,14,pd nc tt qf pf pg of qd qg qe ph pc og qk
kj_62869,11,pd nc tt qf pf pg of qe qd kc tt
kj_59729,9,pc tt pe oc od nc pb nd tt
kj_57631,13,pd nc tt qf nd md ne pc mc oc ld qd me
kj_29086,11,pd qc pc qd pe qf tt rg og tt lc
kj_99227,6,pc tt pe tt ld tt
kj_66256,6,pd tt nc tt qf pg
kj_52867,7,pd tt nc mc mb lc nd
kj_47752,6,pc qe nd tt qg pf
kj_57870,6,pc tt qf tt kd mc
kj_85740,12,pd qc pc qd pe rf qg qf pf qh ph rg
kj_93734,10,pc qe nd pi ph qc pd qd oi tt
kj_19108,10,pc qe od tt qi tt pf qc qf rf
kj_90590,6,pd tt nc qf tt qi
kj_56595,23,pd qc pc qd qf qe pe rf tt ld jc pf qg rg of pg qh ph qi pi qj pj qk
kj_99683,7,pc qe od ph tt lc tt
kj_84480,7,pd nc lc tt qc tt pg
kj_58360,19,pd qc pc qd qe re rf qf pe rg rd sf rc tt og tt qh tt qj
kj_05424,18,pd nc lc qc pc qd pe pb ob qb nb qf tt jc tt mc mb ld
kj_67473,10,pc pe qe qf qd pf nc pj tt jc
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_90271,17,pd qc pc qd qe re rf qf pe rg rd sf rc tt og oh nh
kj_90665,15,pd qc pc qd pe qe qf rf qb rb re rd rg se qg
kj_51911,13,pd qc pc qd qf qe pe rf tt qg pf qb pb
kj_47075,10,pd nc tt qc pc qd pe rf lc jc
kj_84615,19,pd qc pc qd pe rf tt qg pg ph qf rh oh pi tt og ng pf nf
kj_54754,16,pd qc pc qd qf qe pe rf qb rb re rd rg se qg of
kj_54114,9,pc qe od tt qh pf qd ne oh
kj_71504,9,pd qc pc qd pe rf tt qg ld
kj_69021,9,pd tt nc qf qe pf qj mf qh
kj_52243,7,pc qe od qh qj tt ql
kj_51870,18,pd qc pc qd pe rf tt qg tt lc pg ph qf rh oh pi jc le
kj_78044,8,pd nc oc nd qf tt kc ic
kj_06884,13,pc qe tt od oc nd mc tt md tt qg nf me
kj_10316,10,pd tt nc tt qi pi ph oi tt qh
kj_34225,9,pc qe od tt qh pf tt rc oh
kj_63541,7,pc tt qe oc od nc pb
kj_85094,14,pd nc qf pc qc qb oc pb nd ob od mc tt md
kj_13470,7,pd tt nc qd qe pe qf
kj_19171,7,pd nc oc nd pf nf tt
kj_89811,7,pc tt pe tt ph qd pd
kj_51819,14,pd qc pc qd pe rf qg kd tt qf pf pg qh og
kj_54316,10,pd qc pc qd pe qf tt rg ld jc
kj_42520,8,pc tt qf pd tt qc oc od
kj_37480,17,pc qe tt od oc nd mc md lc ld kd ke tt nc nb ob mb
kj_81132,9,pd qc pc qd pe rf tt kd kf
kj_98368,10,pd qc pc qd qf rf qg rg qh tt
kj_31618,9,pd tt nc md tt mc nd me kc
kj_68109,9,pd tt nc md tt mc nd me tt
kj_62668,12,pc qe od tt pf qg pg qh ph pi oi pj
kj_70619,11,pc qe tt od oc nd mc tt md tt id
kj_24766,8,pc pe qg qc qd pd qe qf
kj_53972,6,pd nc lc ne pg jc
kj_23588,10,pd tt nd qd qc qe rc pe od qh
kj_52801,10,pd nc jc qf pf pg of qc pc qd
kj_78370,18,pd qc pc qd pe qe qf rf qb rb rg pf qg pb re qa rd rc
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_50780,9,pc pe qe qf qd pf nc pj ne
kj_34764,8,pd tt nc tt qg ph pg nh
kj_90054,21,pd nc tt qf pf pg of qd qc qe nd pe od rc pb qb pc rb kc ic id
kj_59050,14,pd qc pc qd qe re rf qf pe rg rd sf rc pf
kj_62389,13,pc pe tt oc ob od nc nb mb pb na qc tt
kj_59030,12,pd qc pc qd qf rf qg rg qe re qh tt
kj_06889,13,pd tt nc tt qi qf oi qd qc rc rb pc qb
kj_92531,7,pc qe pg oe nd pi qk
kj_29765,15,pd qc pc qd qf qe pe rf tt qg pf qb tt lc oh
kj_95962,7,pd nc oc nd pf tt kf
kj_61722,7,pc tt pe tt qh tt oi
kj_86955,26,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md nc mc nb mb na mf le
kj_78866,9,pd pc qc oc qd lc od tt jc
kj_90155,6,pc qe nd lc id ic
kj_12767,17,pc qe tt od oc nd mc tt md me le lf mf ne ke kf pd
kj_60714,14,pd qc pc qd qf qe pe rf tt qg pf qb tt kd
kj_86850,13,pd nc qf pc qc qb rb ob qa od pb pe qd
kj_75660,7,pc tt pf tt mc qd qc
kj_58590,13,pd qc pc qd pe rf qb rb re pb qe ob pi
kj_51524,6,pd nc lc tt qc pg
kj_05869,6,pd nc qf ne lf pg
kj_21771,10,pd nc qf qc ob qd pc rf qb rb
kj_51107,8,pc pe ph md nc nd mc ld
kj_67533,6,pd tt nc qf rd pi
kj_02461,26,pd qc pc qd pe qe qf rf tt pf qg rg qh of oh mf qb rb rc pb re qa rd qb rh lc
kj_14574,14,pd qc pc qd qf qe pe rf tt qg pf qb pb mf
kj_56422,14,pd nc tt qf pf pg of qd qg qe ph pc og tt
kj_71696,8,pd qc pc qd pe rf tt qg
kj_19388,16,pd nc kc qf md pc qc qd qe rd oc pb re pe od rf
kj_55280,10,pd nc lc ne pf kd oc nb kc jd
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_85254,6,pc tt qe pf pe nf
kj_79117,17,pd tt nc qf tt qd qc rc qe rd re pe rf pc od pb qg
kj_78742,16,pd qc pc qd qf qe pe rf tt qg pf qb oh md tt nf
kj_23670,11,pd qc pc qd pe rf tt qg kd tt kf
kj_40550,15,pd qc pc qd qf qe pe rf qg rg qh of pf tt pk
kj_75538,10,pd qc pc qd pe rf tt ld tt qg
